State,District,Season,forecast_T_Avg,forecast_R_Total,T_Avg_anomaly_z,R_Total_anomaly_z,Climate_Label,method_T_Avg,method_R_Total,history_years,status
Telangana,Bhadradri Kothagudem,Rabi,25.049,167.22,-0.094,-0.032,Normal,prophet,prophet,26,ok
Telangana,Bhadradri Kothagudem,Summer,31.826,285.41,0.131,0.371,Normal,prophet,prophet,27,ok
Telangana,Bhadradri Kothagudem,Whole Year,27.316,1320.02,-0.205,0.317,Normal,prophet,prophet,26,ok
Telangana,Bhadradri Kothagudem,Winter,23.542,60.03,-0.151,0.101,Normal,prophet,prophet,26,ok
Telangana,Hanamkonda,Autumn,24.535,566.82,-0.855,0.2,Normal,prophet,prophet,26,ok
Telangana,Hanamkonda,Kharif,26.9,1111.79,-0.124,0.717,Normal,prophet,prophet,26,ok
Telangana,Hanamkonda,Rabi,23.725,110.66,-0.61,-0.095,Normal,prophet,prophet,26,ok
Telangana,Hanamkonda,Summer,31.993,227.43,0.084,0.19,Normal,prophet,prophet,27,ok
Telangana,Hanamkonda,Whole Year,26.623,1260.16,-0.737,0.887,Normal,prophet,prophet,26,ok
Telangana,Hanamkonda,Winter,22.006,24.73,-0.624,-0.029,Normal,prophet,prophet,26,ok
Telangana,Hanumakonda,Autumn,24.535,566.82,-0.855,0.2,Normal,prophet,prophet,26,ok
Telangana,Hanumakonda,Kharif,26.9,1111.79,-0.124,0.717,Normal,prophet,prophet,26,ok
Telangana,Hanumakonda,Rabi,23.725,110.66,-0.61,-0.095,Normal,prophet,prophet,26,ok
Telangana,Hanumakonda,Summer,31.993,227.43,0.084,0.19,Normal,prophet,prophet,27,ok
Telangana,Hanumakonda,Whole Year,26.623,1260.16,-0.737,0.887,Normal,prophet,prophet,26,ok
Telangana,Hanumakonda,Winter,22.006,24.73,-0.624,-0.029,Normal,prophet,prophet,26,ok
Telangana,Jagtial,Autumn,24.133,550.16,-0.968,0.492,Normal,prophet,prophet,26,ok
Telangana,Jagtial,Kharif,26.619,1132.36,-0.374,0.815,Normal,prophet,prophet,26,ok
Telangana,Jagtial,Rabi,23.67,80.83,-0.606,-0.209,Normal,prophet,prophet,26,ok
Telangana,Jagtial,Summer,32.277,231.41,-0.082,0.257,Normal,prophet,prophet,27,ok
Telangana,Jagtial,Whole Year,26.482,1318.31,-1.067,1.166,Cooler & Wetter than normal,prophet,prophet,26,ok
Telangana,Jagtial,Winter,21.858,20.64,-0.672,-0.01,Normal,prophet,prophet,26,ok
Telangana,Jangaon,Autumn,24.844,538.12,-0.862,0.245,Normal,prophet,prophet,26,ok
Telangana,Jangaon,Kharif,27.134,982.55,-0.172,0.612,Normal,prophet,prophet,26,ok
Telangana,Jangaon,Rabi,24.106,119.42,-0.555,-0.073,Normal,prophet,prophet,26,ok
Telangana,Jangaon,Summer,31.82,210.59,0.014,0.199,Normal,prophet,prophet,27,ok
Telangana,Jangaon,Whole Year,26.84,1125.81,-0.702,0.756,Normal,prophet,prophet,26,ok
Telangana,Jangaon,Winter,22.523,30.52,-0.543,0.019,Normal,prophet,prophet,26,ok
Telangana,Jayashankar Bhupalpally,Autumn,25.445,646.23,-0.098,0.077,Normal,prophet,prophet,26,ok
Telangana,Jayashankar Bhupalpally,Kharif,27.507,1337.62,0.273,0.459,Normal,prophet,prophet,26,ok
Telangana,Jayashankar Bhupalpally,Rabi,24.83,114.69,-0.032,-0.097,Normal,prophet,prophet,26,ok
Telangana,Jayashankar Bhupalpally,Summer,32.792,286.57,0.226,0.336,Normal,prophet,prophet,27,ok
Telangana,Jayashankar Bhupalpally,Whole Year,27.44,1503.21,-0.195,0.678,Normal,prophet,prophet,26,ok
Telangana,Jayashankar Bhupalpally,Winter,23.174,27.4,-0.105,-0.055,Normal,prophet,prophet,26,ok
Telangana,Jogulamba Gadwal,Autumn,25.548,364.35,-0.228,-0.028,Normal,prophet,prophet,26,ok
Telangana,Jogulamba Gadwal,Kharif,26.93,545.9,-0.055,-0.091,Normal,prophet,prophet,26,ok
Telangana,Jogulamba Gadwal,Rabi,25.854,122.1,0.1,0.214,Normal,prophet,prophet,26,ok
Telangana,Jogulamba Gadwal,Summer,30.852,212.56,-0.867,0.717,Normal,prophet,prophet,27,ok
Telangana,Jogulamba Gadwal,Whole Year,27.247,705.01,-0.629,0.187,Normal,prophet,prophet,26,ok
Telangana,Jogulamba Gadwal,Winter,24.597,31.38,-0.051,0.225,Normal,prophet,prophet,26,ok
Telangana,Kamareddy,Autumn,23.726,620.33,-1.154,0.896,Cooler than normal,prophet,prophet,26,ok
Telangana,Kamareddy,Kharif,25.989,1097.25,-1.008,1.044,Cooler & Wetter than normal,prophet,prophet,26,ok
Telangana,Kamareddy,Rabi,23.7,82.49,-0.741,-0.252,Normal,prophet,prophet,26,ok
Telangana,Kamareddy,Summer,31.397,259.46,-0.403,0.773,Normal,prophet,prophet,27,ok
Telangana,Kamareddy,Whole Year,26.026,1323.63,-1.493,1.406,Cooler & Wetter than normal,prophet,prophet,26,ok
Telangana,Kamareddy,Winter,22.059,14.0,-0.822,-0.03,Normal,prophet,prophet,26,ok
Telangana,Karimnagar,Autumn,24.773,559.0,-0.842,0.08,Normal,prophet,prophet,26,ok
Telangana,Karimnagar,Kharif,27.201,1175.6,-0.085,0.655,Normal,prophet,prophet,26,ok
Telangana,Karimnagar,Rabi,24.206,104.42,-0.434,-0.111,Normal,prophet,prophet,26,ok
Telangana,Karimnagar,Summer,32.663,242.01,0.105,0.253,Normal,prophet,prophet,27,ok
Telangana,Karimnagar,Whole Year,27.052,1324.19,-0.674,0.848,Normal,prophet,prophet,26,ok
Telangana,Karimnagar,Winter,22.46,23.65,-0.475,-0.037,Normal,prophet,prophet,26,ok
Telangana,Khammam,Autumn,26.073,534.89,-0.388,0.14,Normal,prophet,prophet,26,ok
Telangana,Khammam,Kharif,28.149,940.14,0.282,0.423,Normal,prophet,prophet,26,ok
Telangana,Khammam,Rabi,25.265,160.93,-0.399,-0.012,Normal,prophet,prophet,26,ok
Telangana,Khammam,Summer,32.216,214.77,0.016,0.138,Normal,prophet,prophet,27,ok
Telangana,Khammam,Whole Year,27.737,1108.48,-0.486,0.589,Normal,prophet,prophet,26,ok
Telangana,Khammam,Winter,23.809,59.1,-0.394,0.105,Normal,prophet,prophet,26,ok
Telangana,Komaram Bheem Asifabad,Autumn,24.688,602.5,-0.536,0.248,Normal,prophet,prophet,26,ok
Telangana,Komaram Bheem Asifabad,Kharif,27.305,1326.99,0.208,0.653,Normal,prophet,prophet,26,ok
Telangana,Komaram Bheem Asifabad,Rabi,23.86,105.63,-0.126,-0.071,Normal,prophet,prophet,26,ok
Telangana,Komaram Bheem Asifabad,Summer,32.915,262.27,0.15,0.34,Normal,prophet,prophet,27,ok
Telangana,Komaram Bheem Asifabad,Whole Year,26.859,1506.58,-0.664,0.867,Normal,prophet,prophet,26,ok
Telangana,Komaram Bheem Asifabad,Winter,21.798,36.36,-0.455,-0.01,Normal,prophet,prophet,26,ok
Telangana,Mahabubabad,Autumn,25.428,557.85,-0.363,0.089,Normal,prophet,prophet,26,ok
Telangana,Mahabubabad,Kharif,27.553,1089.22,0.292,0.482,Normal,prophet,prophet,26,ok
Telangana,Mahabubabad,Rabi,24.594,133.46,-0.38,-0.059,Normal,prophet,prophet,26,ok
Telangana,Mahabubabad,Summer,32.022,235.74,0.137,0.132,Normal,prophet,prophet,27,ok
Telangana,Mahabubabad,Whole Year,27.241,1231.87,-0.342,0.564,Normal,prophet,prophet,26,ok
Telangana,Mahabubabad,Winter,23.047,40.7,-0.373,0.04,Normal,prophet,prophet,26,ok
Telangana,Mahabubnagar,Autumn,24.56,437.48,-0.491,0.189,Normal,prophet,prophet,26,ok
Telangana,Mahabubnagar,Kharif,26.162,687.48,-0.232,0.194,Normal,prophet,prophet,26,ok
Telangana,Mahabubnagar,Rabi,24.561,113.63,-0.3,0.007,Normal,prophet,prophet,26,ok
Telangana,Mahabubnagar,Summer,30.431,206.91,-0.694,0.653,Normal,prophet,prophet,27,ok
Telangana,Mahabubnagar,Whole Year,26.356,869.27,-0.861,0.562,Normal,prophet,prophet,26,ok
Telangana,Mahabubnagar,Winter,23.152,26.06,-0.441,0.143,Normal,prophet,prophet,26,ok
Telangana,Mancherial,Autumn,24.87,578.28,-0.649,0.161,Normal,prophet,prophet,26,ok
Telangana,Mancherial,Kharif,27.328,1228.3,0.047,0.537,Normal,prophet,prophet,26,ok
Telangana,Mancherial,Rabi,24.348,103.5,-0.146,-0.1,Normal,prophet,prophet,26,ok
Telangana,Mancherial,Summer,32.879,258.94,0.073,0.375,Normal,prophet,prophet,27,ok
Telangana,Mancherial,Whole Year,27.142,1388.7,-0.593,0.763,Normal,prophet,prophet,26,ok
Telangana,Mancherial,Winter,22.495,28.31,-0.335,-0.021,Normal,prophet,prophet,26,ok
Telangana,Medak,Autumn,23.309,629.02,-1.103,0.746,Cooler than normal,prophet,prophet,26,ok
Telangana,Medak,Kharif,25.469,1071.47,-1.013,1.01,Cooler & Wetter than normal,prophet,prophet,26,ok
Telangana,Medak,Rabi,23.096,94.89,-0.737,-0.255,Normal,prophet,prophet,26,ok
Telangana,Medak,Summer,30.676,259.16,-0.404,0.668,Normal,prophet,prophet,27,ok
Telangana,Medak,Whole Year,25.45,1296.93,-1.416,1.322,Cooler & Wetter than normal,prophet,prophet,26,ok
Telangana,Medak,Winter,21.425,14.43,-0.789,-0.037,Normal,prophet,prophet,26,ok
Telangana,Medchal Malkajgiri,Autumn,23.597,558.55,-0.881,0.435,Normal,prophet,prophet,26,ok
Telangana,Medchal Malkajgiri,Kharif,25.751,940.98,-0.456,0.683,Normal,prophet,prophet,26,ok
Telangana,Medchal Malkajgiri,Rabi,22.952,110.7,-0.602,-0.163,Normal,prophet,prophet,26,ok
Telangana,Medchal Malkajgiri,Summer,30.46,213.86,-0.258,0.375,Normal,prophet,prophet,27,ok
Telangana,Medchal Malkajgiri,Whole Year,25.521,1108.09,-0.985,0.9,Normal,prophet,prophet,26,ok
Telangana,Medchal Malkajgiri,Winter,21.333,22.8,-0.626,0.019,Normal,prophet,prophet,26,ok
Telangana,Mulugu,Autumn,25.339,719.9,0.222,0.086,Normal,prophet,prophet,26,ok
Telangana,Mulugu,Kharif,27.182,1425.96,0.451,0.288,Normal,prophet,prophet,26,ok
Telangana,Mulugu,Rabi,24.714,123.02,0.168,-0.141,Normal,prophet,prophet,26,ok
Telangana,Mulugu,Summer,32.064,321.76,0.27,0.214,Normal,prophet,prophet,27,ok
Telangana,Mulugu,Whole Year,27.088,1597.71,0.064,0.401,Normal,prophet,prophet,26,ok
Telangana,Mulugu,Winter,23.07,31.48,0.052,-0.06,Normal,prophet,prophet,26,ok
Telangana,Nagarkurnool,Autumn,24.66,457.47,-0.575,0.285,Normal,prophet,prophet,26,ok
Telangana,Nagarkurnool,Kharif,26.458,676.0,-0.231,0.196,Normal,prophet,prophet,26,ok
Telangana,Nagarkurnool,Rabi,24.056,149.05,-0.522,0.28,Normal,prophet,prophet,26,ok
Telangana,Nagarkurnool,Summer,30.546,169.16,-0.545,0.127,Normal,prophet,prophet,27,ok
Telangana,Nagarkurnool,Whole Year,26.3,840.21,-0.85,0.473,Normal,prophet,prophet,26,ok
Telangana,Nagarkurnool,Winter,22.624,39.65,-0.515,0.16,Normal,prophet,prophet,26,ok
Telangana,Nalgonda,Autumn,25.634,493.74,-0.668,0.251,Normal,prophet,prophet,26,ok
Telangana,Nalgonda,Kharif,27.746,820.97,-0.176,0.43,Normal,prophet,prophet,26,ok
Telangana,Nalgonda,Rabi,24.915,133.4,-0.472,-0.031,Normal,prophet,prophet,26,ok
Telangana,Nalgonda,Summer,32.075,189.7,-0.073,0.233,Normal,prophet,prophet,27,ok
Telangana,Nalgonda,Whole Year,27.423,969.83,-0.705,0.602,Normal,prophet,prophet,26,ok
Telangana,Nalgonda,Winter,23.428,41.97,-0.46,0.093,Normal,prophet,prophet,26,ok
Telangana,Narayanapet,Autumn,23.726,620.33,-1.154,0.896,Cooler than normal,prophet,prophet,26,ok
Telangana,Narayanapet,Kharif,25.989,1097.25,-1.008,1.044,Cooler & Wetter than normal,prophet,prophet,26,ok
Telangana,Narayanapet,Rabi,23.7,82.49,-0.741,-0.252,Normal,prophet,prophet,26,ok
Telangana,Narayanapet,Summer,31.397,259.46,-0.403,0.773,Normal,prophet,prophet,27,ok
Telangana,Narayanapet,Whole Year,26.026,1323.63,-1.493,1.406,Cooler & Wetter than normal,prophet,prophet,26,ok
Telangana,Narayanapet,Winter,22.059,14.0,-0.822,-0.03,Normal,prophet,prophet,26,ok
Telangana,Nirmal,Autumn,23.914,572.84,-1.131,0.958,Cooler than normal,prophet,prophet,26,ok
Telangana,Nirmal,Kharif,26.307,1080.43,-0.901,0.945,Normal,prophet,prophet,26,ok
Telangana,Nirmal,Rabi,23.727,73.54,-0.771,-0.221,Normal,prophet,prophet,26,ok
Telangana,Nirmal,Summer,31.96,248.14,-0.291,0.681,Normal,prophet,prophet,27,ok
Telangana,Nirmal,Whole Year,26.285,1267.25,-1.473,1.262,Cooler & Wetter than normal,prophet,prophet,26,ok
Telangana,Nirmal,Winter,22.036,14.6,-0.817,-0.028,Normal,prophet,prophet,26,ok
Telangana,Nizamabad,Autumn,23.726,620.33,-1.154,0.896,Cooler than normal,prophet,prophet,26,ok
Telangana,Nizamabad,Kharif,25.989,1097.25,-1.008,1.044,Cooler & Wetter than normal,prophet,prophet,26,ok
Telangana,Nizamabad,Rabi,23.7,82.49,-0.741,-0.252,Normal,prophet,prophet,26,ok
Telangana,Nizamabad,Summer,31.397,259.46,-0.403,0.773,Normal,prophet,prophet,27,ok
Telangana,Nizamabad,Whole Year,26.026,1323.63,-1.493,1.406,Cooler & Wetter than normal,prophet,prophet,26,ok
Telangana,Nizamabad,Winter,22.059,14.0,-0.822,-0.03,Normal,prophet,prophet,26,ok
Telangana,Peddapalli,Autumn,24.773,559.0,-0.842,0.08,Normal,prophet,prophet,26,ok
Telangana,Peddapalli,Kharif,27.201,1175.6,-0.085,0.655,Normal,prophet,prophet,26,ok
Telangana,Peddapalli,Rabi,24.206,104.42,-0.434,-0.111,Normal,prophet,prophet,26,ok
Telangana,Peddapalli,Summer,32.663,242.01,0.105,0.253,Normal,prophet,prophet,27,ok
Telangana,Peddapalli,Whole Year,27.052,1324.19,-0.674,0.848,Normal,prophet,prophet,26,ok
Telangana,Peddapalli,Winter,22.46,23.65,-0.475,-0.037,Normal,prophet,prophet,26,ok
Telangana,Rajanna Sircilla,Autumn,23.921,573.45,-1.053,0.469,Cooler than normal,prophet,prophet,26,ok
Telangana,Rajanna Sircilla,Kharif,26.269,1110.27,-0.572,0.904,Normal,prophet,prophet,26,ok
Telangana,Rajanna Sircilla,Rabi,23.653,88.13,-0.611,-0.227,Normal,prophet,prophet,26,ok
Telangana,Rajanna Sircilla,Summer,31.743,230.04,-0.174,0.346,Normal,prophet,prophet,27,ok
Telangana,Rajanna Sircilla,Whole Year,26.252,1289.39,-1.102,1.184,Cooler & Wetter than normal,prophet,prophet,26,ok
Telangana,Rajanna Sircilla,Winter,21.955,18.79,-0.648,-0.013,Normal,prophet,prophet,26,ok
Telangana,Ranga Reddy,Autumn,23.484,506.88,-0.687,0.397,Normal,prophet,prophet,26,ok
Telangana,Ranga Reddy,Kharif,25.263,809.79,-0.454,0.452,Normal,prophet,prophet,26,ok
Telangana,Ranga Reddy,Rabi,23.282,102.55,-0.475,-0.229,Normal,prophet,prophet,26,ok
Telangana,Ranga Reddy,Summer,29.887,233.14,-0.485,0.786,Normal,prophet,prophet,27,ok
Telangana,Ranga Reddy,Whole Year,25.379,1000.61,-0.996,0.801,Normal,prophet,prophet,26,ok
Telangana,Ranga Reddy,Winter,21.844,18.38,-0.484,-0.037,Normal,prophet,prophet,26,ok
Telangana,Sangareddy,Autumn,23.309,629.02,-1.103,0.746,Cooler than normal,prophet,prophet,26,ok
Telangana,Sangareddy,Kharif,25.469,1071.47,-1.013,1.01,Cooler & Wetter than normal,prophet,prophet,26,ok
Telangana,Sangareddy,Rabi,23.096,94.89,-0.737,-0.255,Normal,prophet,prophet,26,ok
Telangana,Sangareddy,Summer,30.676,259.16,-0.404,0.668,Normal,prophet,prophet,27,ok
Telangana,Sangareddy,Whole Year,25.45,1296.93,-1.416,1.322,Cooler & Wetter than normal,prophet,prophet,26,ok
Telangana,Sangareddy,Winter,21.425,14.43,-0.789,-0.037,Normal,prophet,prophet,26,ok
Telangana,Siddipet,Autumn,23.413,590.41,-1.129,0.464,Cooler than normal,prophet,prophet,26,ok
Telangana,Siddipet,Kharif,25.747,1065.44,-0.575,0.873,Normal,prophet,prophet,26,ok
Telangana,Siddipet,Rabi,22.931,100.12,-0.711,-0.21,Normal,prophet,prophet,26,ok
Telangana,Siddipet,Summer,30.86,226.77,-0.211,0.353,Normal,prophet,prophet,27,ok
Telangana,Siddipet,Whole Year,25.547,1231.15,-1.17,1.045,Cooler & Wetter than normal,prophet,prophet,26,ok
Telangana,Siddipet,Winter,21.214,19.54,-0.752,-0.015,Normal,prophet,prophet,26,ok
Telangana,Suryapet,Autumn,26.073,534.89,-0.388,0.14,Normal,prophet,prophet,26,ok
Telangana,Suryapet,Kharif,28.149,940.14,0.282,0.423,Normal,prophet,prophet,26,ok
Telangana,Suryapet,Rabi,25.265,160.93,-0.399,-0.012,Normal,prophet,prophet,26,ok
Telangana,Suryapet,Summer,32.216,214.77,0.016,0.138,Normal,prophet,prophet,27,ok
Telangana,Suryapet,Whole Year,27.737,1108.48,-0.486,0.589,Normal,prophet,prophet,26,ok
Telangana,Suryapet,Winter,23.809,59.1,-0.394,0.105,Normal,prophet,prophet,26,ok
Telangana,Vikarabad,Autumn,23.215,603.05,-0.924,0.672,Normal,prophet,prophet,26,ok
Telangana,Vikarabad,Kharif,25.189,984.48,-0.744,0.772,Normal,prophet,prophet,26,ok
Telangana,Vikarabad,Rabi,23.409,99.03,-0.584,-0.252,Normal,prophet,prophet,26,ok
Telangana,Vikarabad,Summer,30.297,284.48,-0.449,0.943,Normal,prophet,prophet,27,ok
Telangana,Vikarabad,Whole Year,25.43,1224.16,-1.302,1.197,Cooler & Wetter than normal,prophet,prophet,26,ok
Telangana,Vikarabad,Winter,22.007,11.09,-0.553,-0.321,Normal,prophet,prophet,26,ok
Telangana,Wanaparthy,Autumn,24.56,437.48,-0.491,0.189,Normal,prophet,prophet,26,ok
Telangana,Wanaparthy,Kharif,26.162,687.48,-0.232,0.194,Normal,prophet,prophet,26,ok
Telangana,Wanaparthy,Rabi,24.561,113.63,-0.3,0.007,Normal,prophet,prophet,26,ok
Telangana,Wanaparthy,Summer,30.431,206.91,-0.694,0.653,Normal,prophet,prophet,27,ok
Telangana,Wanaparthy,Whole Year,26.356,869.27,-0.861,0.562,Normal,prophet,prophet,26,ok
Telangana,Wanaparthy,Winter,23.152,26.06,-0.441,0.143,Normal,prophet,prophet,26,ok
Telangana,Warangal,Autumn,24.535,566.82,-0.855,0.2,Normal,prophet,prophet,26,ok
Telangana,Warangal,Kharif,26.9,1111.79,-0.124,0.717,Normal,prophet,prophet,26,ok
Telangana,Warangal,Rabi,23.725,110.66,-0.61,-0.095,Normal,prophet,prophet,26,ok
Telangana,Warangal,Summer,31.993,227.43,0.084,0.19,Normal,prophet,prophet,27,ok
Telangana,Warangal,Whole Year,26.623,1260.16,-0.737,0.887,Normal,prophet,prophet,26,ok
Telangana,Warangal,Winter,22.006,24.73,-0.624,-0.029,Normal,prophet,prophet,26,ok
Telangana,Yadadri Bhuvanagiri,Autumn,24.844,538.12,-0.862,0.245,Normal,prophet,prophet,26,ok
Telangana,Yadadri Bhuvanagiri,Kharif,27.134,982.55,-0.172,0.612,Normal,prophet,prophet,26,ok
Telangana,Yadadri Bhuvanagiri,Rabi,24.106,119.42,-0.555,-0.073,Normal,prophet,prophet,26,ok
Telangana,Yadadri Bhuvanagiri,Summer,31.82,210.59,0.014,0.199,Normal,prophet,prophet,27,ok
Telangana,Yadadri Bhuvanagiri,Whole Year,26.84,1125.81,-0.702,0.756,Normal,prophet,prophet,26,ok
Telangana,Yadadri Bhuvanagiri,Winter,22.523,30.52,-0.543,0.019,Normal,prophet,prophet,26,ok
Tripura,Dhalai,Autumn,25.665,1128.97,0.176,0.278,Normal,prophet,prophet,26,ok
Tripura,Dhalai,Kharif,27.354,2017.87,0.973,0.182,Normal,prophet,prophet,26,ok
Tripura,Dhalai,Rabi,21.893,504.5,0.994,0.276,Normal,prophet,prophet,26,ok
Tripura,Dhalai,Summer,27.468,1173.54,0.779,-0.33,Normal,prophet,prophet,27,ok
Tripura,Dhalai,Whole Year,24.906,2603.12,0.956,-0.327,Normal,prophet,prophet,26,ok
Tripura,Dhalai,Winter,19.968,105.21,0.527,-0.175,Normal,prophet,prophet,26,ok
Tripura,Gomati,Autumn,26.188,1303.88,-0.025,0.175,Normal,prophet,prophet,26,ok
Tripura,Gomati,Kharif,27.841,2315.02,0.755,0.127,Normal,prophet,prophet,26,ok
Tripura,Gomati,Rabi,21.966,500.73,0.721,0.016,Normal,prophet,prophet,26,ok
Tripura,Gomati,Summer,28.094,1106.59,0.932,-0.31,Normal,prophet,prophet,27,ok
Tripura,Gomati,Whole Year,25.138,2866.96,0.524,-0.272,Normal,prophet,prophet,26,ok
Tripura,Gomati,Winter,19.736,128.65,0.183,-0.149,Normal,prophet,prophet,26,ok
Tripura,Khowai,Autumn,25.665,1128.97,0.176,0.278,Normal,prophet,prophet,26,ok
Tripura,Khowai,Kharif,27.354,2017.87,0.973,0.182,Normal,prophet,prophet,26,ok
Tripura,Khowai,Rabi,21.893,504.5,0.994,0.276,Normal,prophet,prophet,26,ok
Tripura,Khowai,Summer,27.468,1173.54,0.779,-0.33,Normal,prophet,prophet,27,ok
Tripura,Khowai,Whole Year,24.906,2603.12,0.956,-0.327,Normal,prophet,prophet,26,ok
Tripura,Khowai,Winter,19.968,105.21,0.527,-0.175,Normal,prophet,prophet,26,ok
Tripura,North Tripura,Autumn,24.82,1090.03,0.588,0.336,Normal,prophet,prophet,26,ok
Tripura,North Tripura,Kharif,26.414,1926.96,1.385,0.11,Hotter than normal,prophet,prophet,26,ok
Tripura,North Tripura,Rabi,21.085,447.34,1.151,0.119,Hotter than normal,prophet,prophet,26,ok
Tripura,North Tripura,Summer,26.117,1181.1,0.547,-0.125,Normal,prophet,prophet,27,ok
Tripura,North Tripura,Whole Year,23.927,2617.08,1.072,-0.167,Hotter than normal,prophet,prophet,26,ok
Tripura,North Tripura,Winter,19.345,91.47,0.851,-0.16,Normal,prophet,prophet,26,ok
Tripura,Sepahijala,Autumn,26.188,1303.88,-0.025,0.175,Normal,prophet,prophet,26,ok
Tripura,Sepahijala,Kharif,27.841,2315.02,0.755,0.127,Normal,prophet,prophet,26,ok
Tripura,Sepahijala,Rabi,21.966,500.73,0.721,0.016,Normal,prophet,prophet,26,ok
Tripura,Sepahijala,Summer,28.094,1106.59,0.932,-0.31,Normal,prophet,prophet,27,ok
Tripura,Sepahijala,Whole Year,25.138,2866.96,0.524,-0.272,Normal,prophet,prophet,26,ok
Tripura,Sepahijala,Winter,19.736,128.65,0.183,-0.149,Normal,prophet,prophet,26,ok
Tripura,South Tripura,Autumn,26.289,1729.83,0.262,0.158,Normal,prophet,prophet,26,ok
Tripura,South Tripura,Kharif,27.774,2640.3,0.882,-0.428,Normal,prophet,prophet,26,ok
Tripura,South Tripura,Rabi,21.906,545.97,1.065,-0.042,Hotter than normal,prophet,prophet,26,ok
Tripura,South Tripura,Summer,27.495,1245.5,1.064,-0.23,Hotter than normal,prophet,prophet,27,ok
Tripura,South Tripura,Whole Year,24.952,3357.65,0.847,-0.489,Normal,prophet,prophet,26,ok
Tripura,South Tripura,Winter,19.85,148.43,0.778,-0.117,Normal,prophet,prophet,26,ok
Tripura,Unakoti,Autumn,25.665,1128.97,0.176,0.278,Normal,prophet,prophet,26,ok
Tripura,Unakoti,Kharif,27.354,2017.87,0.973,0.182,Normal,prophet,prophet,26,ok
Tripura,Unakoti,Rabi,21.893,504.5,0.994,0.276,Normal,prophet,prophet,26,ok
Tripura,Unakoti,Summer,27.468,1173.54,0.779,-0.33,Normal,prophet,prophet,27,ok
Tripura,Unakoti,Whole Year,24.906,2603.12,0.956,-0.327,Normal,prophet,prophet,26,ok
Tripura,Unakoti,Winter,19.968,105.21,0.527,-0.175,Normal,prophet,prophet,26,ok
Tripura,West Tripura,Autumn,26.359,1176.02,-0.094,0.328,Normal,prophet,prophet,26,ok
Tripura,West Tripura,Kharif,28.069,2109.55,0.86,0.244,Normal,prophet,prophet,26,ok
Tripura,West Tripura,Rabi,22.203,519.76,0.507,0.329,Normal,prophet,prophet,26,ok
Tripura,West Tripura,Summer,28.196,1169.34,0.688,-0.391,Normal,prophet,prophet,27,ok
Tripura,West Tripura,Whole Year,25.436,2688.35,0.604,-0.309,Normal,prophet,prophet,26,ok
Tripura,West Tripura,Winter,20.103,108.49,0.208,-0.158,Normal,prophet,prophet,26,ok
Uttar Pradesh,Agra,Autumn,25.052,437.55,-0.952,0.624,Normal,prophet,prophet,26,ok
Uttar Pradesh,Agra,Kharif,29.11,791.79,-1.374,0.496,Cooler than normal,prophet,prophet,26,ok
Uttar Pradesh,Agra,Rabi,19.711,95.74,-0.461,0.542,Normal,prophet,prophet,26,ok
Uttar Pradesh,Agra,Summer,32.006,137.18,-0.172,0.262,Normal,prophet,prophet,27,ok
Uttar Pradesh,Agra,Whole Year,25.465,888.76,-1.334,0.637,Cooler than normal,prophet,prophet,26,ok
Uttar Pradesh,Agra,Winter,16.876,41.24,-0.682,0.322,Normal,prophet,prophet,26,ok
Uttar Pradesh,Aligarh,Autumn,25.026,382.34,-0.815,0.398,Normal,prophet,prophet,26,ok
Uttar Pradesh,Aligarh,Kharif,29.13,659.09,-1.194,0.162,Cooler than normal,prophet,prophet,26,ok
Uttar Pradesh,Aligarh,Rabi,19.18,105.84,-0.158,0.279,Normal,prophet,prophet,26,ok
Uttar Pradesh,Aligarh,Summer,31.248,139.34,-0.052,-0.026,Normal,prophet,prophet,27,ok
Uttar Pradesh,Aligarh,Whole Year,24.956,819.23,-1.287,0.553,Cooler than normal,prophet,prophet,26,ok
Uttar Pradesh,Aligarh,Winter,16.268,46.85,-0.388,0.131,Normal,prophet,prophet,26,ok
Uttar Pradesh,Ambedkar Nagar,Autumn,25.324,534.55,0.013,0.232,Normal,prophet,prophet,26,ok
Uttar Pradesh,Ambedkar Nagar,Kharif,29.685,986.16,0.487,0.138,Normal,prophet,prophet,26,ok
Uttar Pradesh,Ambedkar Nagar,Rabi,19.968,106.43,0.088,0.248,Normal,prophet,prophet,26,ok
Uttar Pradesh,Ambedkar Nagar,Summer,32.906,194.32,0.922,0.042,Normal,prophet,prophet,27,ok
Uttar Pradesh,Ambedkar Nagar,Whole Year,25.897,1088.79,0.32,0.156,Normal,prophet,prophet,26,ok
Uttar Pradesh,Ambedkar Nagar,Winter,16.991,31.35,-0.157,0.077,Normal,prophet,prophet,26,ok
Uttar Pradesh,Amethi,Autumn,25.114,526.2,-0.133,0.187,Normal,prophet,prophet,26,ok
Uttar Pradesh,Amethi,Kharif,29.493,1009.21,0.28,0.279,Normal,prophet,prophet,26,ok
Uttar Pradesh,Amethi,Rabi,19.871,103.09,0.114,0.214,Normal,prophet,prophet,26,ok
Uttar Pradesh,Amethi,Summer,32.863,200.3,0.87,-0.019,Normal,prophet,prophet,27,ok
Uttar Pradesh,Amethi,Whole Year,25.69,1116.24,0.076,0.204,Normal,prophet,prophet,26,ok
Uttar Pradesh,Amethi,Winter,16.771,23.8,-0.239,-0.12,Normal,prophet,prophet,26,ok
